DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI
2026.36,2403.40,980.20,2.39,98.42,0.40,2.37,1.00,1.00,2.45,5693.53,2322.04,0.57,2.74,1.09,0.23
2026.51,2461.30,967.70,2.32,98.18,0.45,2.32,1.00,1.00,2.54,5704.04,2242.64,0.57,2.74,1.09,0.26
2026.66,2449.30,870.80,2.31,103.72,0.48,2.31,1.00,1.00,2.81,5659.82,2012.24,0.63,2.75,1.09,0.26
2026.82,2447.00,837.10,2.32,102.46,0.48,2.32,1.00,1.00,2.92,5676.28,1941.81,0.61,2.75,1.09,0.26
2026.97,2537.00,868.60,2.31,110.33,0.48,2.30,1.00,1.00,2.92,5837.54,1998.61,0.70,2.76,1.09,0.28
2027.12,2313.40,865.50,2.28,118.70,0.48,2.28,1.00,1.00,2.67,5280.22,1975.46,0.80,2.78,1.09,0.29
2027.27,2319.20,890.60,2.26,124.56,0.49,2.29,1.00,1.00,2.60,5311.36,2039.62,0.86,2.79,1.09,0.29
2027.43,2333.20,893.20,2.28,121.27,0.47,2.27,1.00,1.00,2.61,5291.65,2025.76,0.83,2.78,1.09,0.30
2027.58,2341.30,900.10,2.23,113.48,0.46,2.25,1.00,1.00,2.60,5266.00,2024.48,0.74,2.77,1.09,0.31
2027.73,2364.10,867.00,2.16,106.12,0.47,2.25,1.00,1.00,2.73,5323.05,1952.15,0.66,2.75,1.09,0.30
2027.88,2407.50,907.00,2.09,99.32,0.46,2.26,1.00,1.00,2.65,5430.11,2045.73,0.58,2.74,1.09,0.29
2028.04,2508.10,910.30,2.09,104.86,0.46,2.26,1.00,1.00,2.76,5674.73,2059.61,0.64,2.75,1.09,0.29
2028.19,2551.60,953.00,2.12,107.91,0.46,2.28,1.00,1.00,2.68,5816.53,2172.42,0.68,2.76,1.09,0.29
2028.34,2535.80,979.50,2.19,108.13,0.46,2.30,1.00,1.00,2.59,5823.83,2249.56,0.68,2.76,1.09,0.28
2028.49,2464.50,868.60,2.29,104.62,0.46,2.32,1.00,1.00,2.84,5708.73,2012.01,0.64,2.75,1.09,0.26
2028.65,2249.80,901.10,2.33,100.13,0.42,2.33,1.00,1.00,2.50,5242.70,2099.83,0.59,2.74,1.09,0.25
2028.80,2247.80,902.40,2.33,97.33,0.39,2.30,1.00,1.00,2.49,5171.40,2076.10,0.56,2.74,1.09,0.27
2028.95,2263.80,818.00,2.27,97.12,0.41,2.26,1.00,1.00,2.77,5122.98,1851.13,0.55,2.74,1.09,0.29
2029.10,2244.70,759.10,2.23,101.02,0.48,2.23,1.00,1.00,2.96,5012.52,1695.11,0.60,2.75,1.09,0.31
2029.25,2254.00,774.70,2.21,104.45,0.50,2.23,1.00,1.00,2.91,5036.45,1731.03,0.64,2.75,1.09,0.31
2029.41,2266.80,762.30,2.23,104.31,0.50,2.23,1.00,1.00,2.97,5061.60,1702.16,0.63,2.75,1.09,0.31
2029.56,2278.30,775.10,2.18,100.90,0.46,2.23,1.00,1.00,2.94,5087.20,1730.72,0.60,2.75,1.09,0.31
2029.71,2259.80,775.10,2.09,94.97,0.45,2.24,1.00,1.00,2.92,5051.47,1732.63,0.53,2.73,1.09,0.30
2029.86,2240.50,834.90,2.05,88.54,0.46,2.24,1.00,1.00,2.68,5011.35,1867.43,0.46,2.72,1.09,0.30
2030.02,2234.30,793.30,2.08,89.02,0.49,2.23,1.00,1.00,2.82,4989.55,1771.57,0.46,2.72,1.09,0.30
2030.17,2266.30,777.30,2.10,96.33,0.49,2.23,1.00,1.00,2.92,5050.01,1732.06,0.54,2.74,1.09,0.31
2030.32,2275.10,766.00,2.13,101.35,0.49,2.23,1.00,1.00,2.97,5070.60,1707.21,0.60,2.75,1.09,0.31
2030.47,2255.10,763.70,2.16,101.50,0.46,2.24,1.00,1.00,2.95,5041.82,1707.43,0.60,2.75,1.09,0.31
2030.63,2226.20,813.10,2.19,96.21,0.47,2.24,1.00,1.00,2.74,4977.08,1817.84,0.54,2.74,1.09,0.30
2030.78,2185.10,796.70,2.18,91.16,0.46,2.23,1.00,1.00,2.74,4871.12,1776.04,0.49,2.73,1.09,0.30
2030.93,2183.00,781.20,2.14,91.64,0.45,2.22,1.00,1.00,2.79,4850.36,1735.73,0.49,2.73,1.09,0.31
2031.08,2175.30,785.90,2.08,95.75,0.42,2.21,1.00,1.00,2.77,4817.38,1740.44,0.54,2.74,1.09,0.32
2031.24,2150.80,794.10,2.01,98.60,0.41,2.21,1.00,1.00,2.71,4760.32,1757.57,0.57,2.74,1.09,0.32
2031.39,2175.30,790.90,1.99,99.77,0.43,2.21,1.00,1.00,2.75,4805.99,1747.37,0.58,2.74,1.09,0.32
2031.54,2185.30,785.20,2.01,98.69,0.48,2.21,1.00,1.00,2.78,4826.12,1734.07,0.57,2.74,1.09,0.32
2031.69,2198.00,794.90,2.03,98.43,0.49,2.21,1.00,1.00,2.77,4865.05,1759.43,0.57,2.74,1.09,0.32
2031.85,2216.50,799.50,2.05,93.43,0.47,2.22,1.00,1.00,2.77,4912.58,1771.99,0.51,2.73,1.09,0.31
2032.00,2197.20,775.00,2.06,91.06,0.47,2.22,1.00,1.00,2.84,4878.77,1720.85,0.48,2.73,1.09,0.31
2032.15,2208.10,777.30,2.06,85.75,0.47,2.22,1.00,1.00,2.84,4903.04,1725.98,0.42,2.72,1.09,0.31
2032.30,2203.90,749.50,2.05,87.59,0.49,2.22,1.00,1.00,2.94,4891.65,1663.55,0.44,2.72,1.09,0.31
2032.46,2205.10,750.80,2.06,85.83,0.48,2.22,1.00,1.00,2.94,4896.92,1667.32,0.42,2.72,1.09,0.31
2032.61,2202.10,828.70,2.06,88.13,0.48,2.22,1.00,1.00,2.66,4888.66,1839.71,0.45,2.72,1.09,0.31
2032.76,2205.50,777.90,2.12,86.94,0.46,2.22,1.00,1.00,2.84,4895.55,1726.70,0.44,2.72,1.09,0.31
2032.91,2209.00,776.70,2.17,90.14,0.47,2.22,1.00,1.00,2.84,4902.04,1723.59,0.47,2.73,1.09,0.31
2033.06,2207.60,776.70,2.19,88.55,0.48,2.22,1.00,1.00,2.84,4901.59,1724.53,0.46,2.72,1.09,0.31
2033.22,2220.00,794.50,2.19,88.59,0.52,2.22,1.00,1.00,2.79,4930.62,1764.58,0.46,2.72,1.09,0.31
2033.37,2215.20,791.10,2.17,85.90,0.53,2.22,1.00,1.00,2.80,4922.27,1757.86,0.43,2.72,1.09,0.30
2033.52,2226.20,771.40,2.18,89.34,0.52,2.22,1.00,1.00,2.89,4950.09,1715.25,0.46,2.72,1.09,0.31
2033.67,2228.40,758.90,2.20,89.58,0.51,2.22,1.00,1.00,2.94,4953.99,1687.12,0.47,2.72,1.09,0.31
2033.83,2218.50,758.90,2.21,89.85,0.47,2.23,1.00,1.00,2.92,4936.76,1688.76,0.47,2.73,1.09,0.31
2033.98,2187.80,797.20,2.20,88.13,0.50,2.22,1.00,1.00,2.74,4867.44,1773.62,0.45,2.72,1.09,0.30
2034.13,2168.90,775.80,2.19,88.13,0.49,2.22,1.00,0.99,2.80,4816.67,1722.89,0.45,2.72,1.09,0.31
2034.28,2192.30,804.80,2.18,87.19,0.50,2.21,1.00,0.99,2.72,4853.53,1781.74,0.44,2.72,1.09,0.31
2034.44,2200.90,811.90,2.17,86.17,0.47,2.21,1.00,1.00,2.71,4871.00,1796.88,0.43,2.72,1.09,0.31
2034.59,2210.40,821.30,2.11,83.73,0.48,2.22,1.00,1.00,2.69,4902.42,1821.55,0.40,2.71,1.09,0.31
2034.74,2223.40,817.80,2.07,83.34,0.51,2.22,1.00,1.00,2.72,4935.56,1815.37,0.40,2.71,1.09,0.30
2034.89,2238.20,836.80,2.07,83.99,0.52,2.22,1.00,1.00,2.67,4974.18,1859.71,0.40,2.71,1.09,0.30
2035.05,2234.90,842.70,2.14,84.22,0.50,2.22,1.00,1.00,2.65,4972.47,1874.94,0.41,2.72,1.09,0.30
2035.20,2243.40,842.40,2.18,80.23,0.49,2.23,1.00,1.00,2.66,4998.22,1876.84,0.36,2.71,1.09,0.30
2035.35,2224.60,818.10,2.18,78.92,0.50,2.23,1.00,1.00,2.72,4956.44,1822.74,0.35,2.71,1.09,0.30
2035.50,2226.30,818.10,2.17,76.85,0.49,2.23,1.00,1.00,2.72,4957.83,1821.86,0.32,2.70,1.09,0.29
2035.66,2249.70,828.00,2.19,79.90,0.48,2.23,1.00,1.00,2.72,5005.58,1842.30,0.36,2.71,1.09,0.30
2035.81,2286.30,843.40,2.19,81.72,0.46,2.23,1.00,1.00,2.71,5088.11,1876.97,0.38,2.71,1.09,0.30
2035.96,2281.60,846.40,2.19,83.57,0.45,2.23,1.00,1.00,2.70,5096.45,1890.62,0.40,2.71,1.09,0.30
2036.11,2283.80,853.70,2.17,86.61,0.47,2.24,1.00,1.00,2.68,5115.42,1912.18,0.43,2.72,1.09,0.29
2036.27,2283.00,846.60,2.20,89.62,0.48,2.24,1.00,1.00,2.70,5111.64,1895.54,0.47,2.72,1.09,0.30
2036.42,2249.70,846.60,2.20,87.79,0.50,2.24,1.00,1.00,2.66,5037.08,1895.54,0.45,2.72,1.09,0.30
2036.57,2221.90,842.20,2.19,87.24,0.48,2.24,1.00,1.00,2.64,4968.62,1883.33,0.44,2.72,1.09,0.30
2036.72,2221.70,836.30,2.21,84.25,0.46,2.23,1.00,1.00,2.66,4953.13,1864.47,0.41,2.72,1.09,0.30
2036.87,2223.60,839.60,2.19,85.77,0.47,2.22,1.00,1.00,2.65,4945.29,1867.27,0.42,2.72,1.09,0.30
2037.03,2234.40,840.70,2.16,86.04,0.47,2.22,1.00,1.00,2.66,4969.91,1869.95,0.43,2.72,1.09,0.30
2037.18,2249.40,841.80,2.16,85.17,0.47,2.23,1.00,1.00,2.67,5006.71,1873.68,0.42,2.72,1.09,0.30
2037.33,2268.10,865.80,2.19,89.21,0.47,2.23,1.00,0.98,2.62,5056.14,1930.08,0.46,2.72,1.09,0.30
2037.48,2259.00,828.70,2.23,89.84,0.48,2.23,1.00,0.94,2.73,5035.17,1847.12,0.47,2.73,1.09,0.30
2037.64,2258.90,858.20,2.22,90.75,0.47,2.22,1.00,0.97,2.63,5025.93,1909.45,0.48,2.73,1.09,0.31
2037.79,2264.40,869.00,2.23,86.71,0.47,2.23,1.00,1.00,2.61,5044.56,1935.93,0.44,2.72,1.09,0.30
2037.94,2263.90,903.50,2.23,86.16,0.50,2.23,1.00,1.00,2.51,5041.43,2011.98,0.43,2.72,1.09,0.30
2038.09,2261.20,903.50,2.23,86.24,0.50,2.23,1.00,1.00,2.50,5050.91,2018.18,0.43,2.72,1.09,0.30
2038.25,2251.20,897.40,2.22,87.15,0.47,2.22,1.00,1.00,2.51,4999.60,1993.00,0.44,2.72,1.09,0.31
2038.40,2260.60,876.50,2.22,87.07,0.44,2.23,1.00,1.00,2.58,5043.18,1955.39,0.44,2.72,1.09,0.30
2038.55,2266.60,859.50,2.24,87.21,0.43,2.24,1.00,1.00,2.64,5077.81,1925.52,0.44,2.72,1.09,0.29
2038.70,2275.90,910.80,2.24,86.35,0.45,2.24,1.00,1.00,2.50,5106.71,2043.67,0.43,2.72,1.09,0.29
2038.86,2293.50,912.10,2.24,82.35,0.45,2.23,1.00,1.00,2.51,5125.51,2038.36,0.39,2.71,1.09,0.29
2039.01,2314.50,913.70,2.22,81.69,0.47,2.22,1.00,1.00,2.53,5148.42,2032.45,0.38,2.71,1.09,0.30
2039.16,2300.10,908.00,2.23,80.50,0.45,2.24,1.00,0.99,2.53,5142.31,2030.00,0.36,2.71,1.09,0.29
2039.31,2300.90,935.10,2.25,83.84,0.45,2.25,1.00,0.97,2.46,5183.58,2106.64,0.40,2.71,1.09,0.28
2039.47,2318.40,961.40,2.26,85.08,0.46,2.26,1.00,1.00,2.41,5248.89,2176.62,0.42,2.72,1.09,0.28
2039.62,2333.80,968.60,2.26,87.95,0.48,2.26,1.00,1.00,2.41,5277.80,2190.45,0.45,2.72,1.09,0.28
2039.77,2343.70,968.60,2.26,90.67,0.47,2.26,1.00,0.99,2.42,5292.77,2187.39,0.48,2.73,1.09,0.29
2039.92,2339.50,971.50,2.26,90.34,0.44,2.26,1.00,0.95,2.41,5280.25,2192.68,0.48,2.73,1.09,0.29
2040.08,2316.30,979.50,2.26,87.54,0.44,2.26,1.00,0.94,2.36,5240.08,2215.89,0.44,2.72,1.09,0.28
2040.23,2287.00,911.60,2.27,83.52,0.44,2.27,1.00,0.97,2.51,5194.41,2070.49,0.40,2.71,1.09,0.27
2040.38,2275.60,913.50,2.27,79.52,0.46,2.27,1.00,0.98,2.49,5170.16,2075.47,0.35,2.71,1.09,0.27
2040.53,2276.10,913.50,2.27,80.06,0.45,2.27,1.00,1.00,2.49,5166.89,2073.70,0.36,2.71,1.09,0.27
2040.68,2281.80,919.90,2.27,81.99,0.46,2.26,1.00,1.00,2.48,5163.79,2081.76,0.38,2.71,1.09,0.28
2040.84,2288.80,931.00,2.26,87.35,0.47,2.26,1.00,1.00,2.46,5167.84,2102.09,0.44,2.72,1.09,0.28
2040.99,2313.90,939.00,2.26,87.50,0.48,2.25,1.00,0.99,2.46,5214.98,2116.28,0.44,2.72,1.09,0.29
2041.14,2313.90,949.40,2.25,89.88,0.47,2.25,1.00,0.98,2.44,5211.02,2138.10,0.47,2.73,1.09,0.29
2041.29,2318.10,949.40,2.26,92.29,0.46,2.26,1.00,1.00,2.44,5229.31,2141.71,0.50,2.73,1.09,0.29
2041.45,2305.40,948.00,2.26,96.73,0.46,2.25,1.00,1.00,2.43,5196.13,2136.69,0.55,2.74,1.09,0.29
2041.60,2285.90,929.60,2.25,93.42,0.46,2.25,1.00,0.99,2.46,5136.50,2088.84,0.51,2.73,1.09,0.30
2041.75,2281.70,913.40,2.25,87.86,0.43,2.24,1.00,0.95,2.50,5119.47,2049.40,0.45,2.72,1.09,0.29
2041.90,2264.90,903.60,2.24,83.01,0.43,2.24,1.00,0.91,2.51,5073.75,2024.21,0.39,2.71,1.09,0.29
2042.06,2213.90,882.30,2.24,83.75,0.43,2.24,1.00,0.96,2.51,4969.24,1980.38,0.40,2.71,1.09,0.29
2042.21,2229.90,882.30,2.25,83.84,0.47,2.25,1.00,1.00,2.53,5013.01,1983.49,0.40,2.71,1.09,0.29
2042.36,2257.80,937.20,2.27,84.70,0.46,2.27,1.00,1.00,2.41,5125.21,2127.44,0.41,2.72,1.09,0.27
2042.51,2281.80,972.80,2.27,81.85,0.46,2.27,1.00,1.00,2.35,5177.22,2207.21,0.38,2.71,1.09,0.27
2042.67,2326.90,950.30,2.20,81.66,0.45,2.26,1.00,1.00,2.45,5260.38,2148.32,0.38,2.71,1.09,0.28
2042.82,2366.60,982.90,2.16,78.52,0.49,2.26,1.00,1.00,2.41,5340.30,2217.94,0.34,2.70,1.09,0.28
2042.97,2389.00,982.90,2.16,80.53,0.46,2.25,1.00,0.98,2.43,5365.10,2207.35,0.36,2.71,1.09,0.29
2043.12,2384.40,987.90,2.22,83.56,0.45,2.24,1.00,0.97,2.41,5340.16,2212.52,0.40,2.71,1.09,0.29
2043.28,2383.20,1014.00,2.25,85.68,0.43,2.25,1.00,1.00,2.35,5353.89,2277.96,0.42,2.72,1.09,0.29
2043.43,2370.70,1012.60,2.25,84.62,0.44,2.25,1.00,0.99,2.34,5336.35,2279.32,0.41,2.72,1.09,0.29
2043.58,2366.10,1010.00,2.26,79.93,0.45,2.26,1.00,0.96,2.34,5343.63,2281.00,0.36,2.71,1.09,0.28
2043.73,2341.50,1010.00,2.26,79.84,0.43,2.26,1.00,0.98,2.32,5293.40,2283.29,0.36,2.71,1.09,0.28
2043.89,2332.90,984.40,2.26,80.17,0.44,2.25,1.00,1.00,2.37,5253.76,2216.90,0.36,2.71,1.09,0.28
2044.04,2334.10,954.10,2.24,80.83,0.45,2.24,1.00,1.00,2.45,5219.29,2133.47,0.37,2.71,1.09,0.29
2044.19,2349.70,956.40,2.22,81.61,0.47,2.22,1.00,1.00,2.46,5221.27,2125.22,0.38,2.71,1.09,0.30
2044.34,2354.00,963.60,2.22,81.85,0.47,2.22,1.00,1.00,2.44,5217.25,2135.66,0.38,2.71,1.09,0.31
2044.49,2352.50,963.60,2.21,83.32,0.46,2.21,1.00,0.99,2.44,5204.60,2131.84,0.40,2.71,1.09,0.31
2044.65,2385.60,972.70,2.22,84.17,0.44,2.22,1.00,0.97,2.45,5296.49,2159.58,0.41,2.71,1.09,0.30
2044.80,2382.00,987.20,2.23,85.63,0.45,2.23,1.00,0.99,2.41,5313.01,2201.93,0.42,2.72,1.09,0.30
2044.95,2350.90,956.40,2.23,86.29,0.46,2.23,1.00,1.00,2.46,5248.15,2135.07,0.43,2.72,1.09,0.30
2045.10,2348.70,935.20,2.22,86.61,0.48,2.22,1.00,0.99,2.51,5225.24,2080.57,0.43,2.72,1.09,0.30
2045.26,2324.10,935.20,2.22,83.81,0.49,2.22,1.00,0.98,2.49,5167.74,2079.46,0.40,2.71,1.09,0.30
2045.41,2296.10,943.10,2.24,79.62,0.46,2.23,1.00,1.00,2.43,5125.24,2105.14,0.35,2.71,1.09,0.29
2045.56,2315.20,913.90,2.20,77.10,0.44,2.20,1.00,1.00,2.53,5095.57,2011.42,0.33,2.70,1.09,0.31
2045.71,2334.70,923.90,2.12,75.95,0.45,2.20,1.00,1.00,2.53,5124.95,2028.07,0.31,2.70,1.09,0.31
2045.87,2354.20,925.30,2.07,76.40,0.46,2.20,1.00,0.98,2.54,5180.82,2036.28,0.32,2.70,1.09,0.31
2046.02,2388.10,948.20,2.11,74.16,0.48,2.20,1.00,0.93,2.52,5254.43,2086.28,0.29,2.70,1.09,0.31
2046.17,2392.80,982.30,2.17,73.33,0.43,2.21,1.00,0.90,2.44,5299.15,2175.42,0.28,2.70,1.09,0.30
2046.32,2484.40,1016.40,2.22,74.85,0.43,2.23,1.00,0.93,2.44,5539.82,2266.41,0.30,2.70,1.09,0.29
2046.48,2496.30,1009.30,2.25,78.54,0.42,2.26,1.00,0.98,2.47,5631.15,2276.78,0.34,2.70,1.09,0.28
2046.63,2491.70,1009.30,2.26,84.64,0.44,2.27,1.00,1.00,2.47,5648.96,2288.20,0.41,2.72,1.09,0.28
2046.78,2470.00,1021.20,2.28,87.92,0.43,2.29,1.00,1.00,2.42,5647.57,2334.94,0.45,2.72,1.09,0.27
2046.93,2509.30,1029.60,2.30,90.77,0.45,2.31,1.00,1.00,2.44,5803.84,2381.39,0.48,2.73,1.09,0.25
2047.09,2492.60,1019.50,2.35,83.40,0.41,2.37,1.00,1.00,2.44,5904.54,2415.02,0.40,2.71,1.09,0.21
2047.24,2430.10,1025.60,2.40,73.62,0.42,2.39,1.00,1.00,2.37,5797.83,2446.92,0.29,2.70,1.09,0.19
2047.39,2452.90,1025.60,2.37,65.87,0.41,2.34,1.00,1.00,2.39,5737.04,2398.76,0.20,2.68,1.09,0.22
2047.54,2459.50,1087.00,2.31,70.67,0.44,2.29,1.00,0.99,2.26,5623.18,2485.22,0.25,2.69,1.09,0.25
2047.70,2484.30,1103.10,2.26,77.59,0.46,2.26,1.00,0.90,2.25,5614.52,2493.01,0.33,2.70,1.09,0.27
2047.85,2522.60,1128.00,2.26,83.02,0.44,2.27,1.00,0.72,2.24,5715.52,2555.74,0.39,2.71,1.09,0.28
2048.00,2530.20,1138.10,2.27,79.98,0.42,2.29,1.00,0.64,2.22,5784.04,2601.70,0.36,2.71,1.09,0.26
2048.15,2535.20,1138.10,2.30,77.08,0.41,2.31,1.00,0.77,2.23,5849.52,2625.96,0.33,2.70,1.09,0.24
2048.30,2473.30,1089.90,2.33,72.03,0.42,2.33,1.00,0.99,2.27,5757.61,2537.18,0.27,2.69,1.09,0.23
2048.46,2452.00,1081.90,2.33,68.93,0.44,2.33,1.00,1.00,2.27,5701.95,2515.88,0.23,2.69,1.09,0.23
2048.61,2405.90,1083.60,2.32,69.45,0.46,2.32,1.00,1.00,2.22,5593.16,2519.12,0.24,2.69,1.09,0.23
2048.76,2434.40,1079.60,2.33,68.11,0.46,2.33,1.00,1.00,2.25,5673.25,2515.95,0.22,2.69,1.09,0.22
2048.91,2404.80,1079.60,2.33,70.88,0.47,2.32,1.00,1.00,2.23,5587.37,2508.37,0.26,2.69,1.09,0.23
2049.07,2415.70,1166.70,2.30,71.43,0.43,2.30,1.00,1.00,2.07,5550.44,2680.67,0.26,2.69,1.09,0.25
2049.22,2414.00,1027.80,2.29,75.67,0.43,2.29,1.00,1.00,2.35,5524.26,2352.04,0.31,2.70,1.09,0.26
2049.37,2424.60,1085.30,2.29,76.47,0.43,2.29,1.00,1.00,2.23,5553.05,2485.66,0.32,2.70,1.09,0.25
2049.52,2448.70,1089.90,2.30,77.94,0.44,2.30,1.00,1.00,2.25,5632.38,2506.93,0.34,2.70,1.09,0.25
2049.68,2465.50,1089.90,2.31,73.40,0.43,2.31,1.00,1.00,2.26,5703.94,2521.49,0.28,2.70,1.09,0.24
2049.83,2456.30,1096.40,2.32,67.25,0.42,2.32,1.00,1.00,2.24,5692.82,2541.06,0.21,2.68,1.09,0.23
2049.98,2436.90,1100.00,2.30,66.42,0.42,2.30,1.00,1.00,2.22,5596.88,2526.39,0.20,2.68,1.09,0.24
2050.13,2477.00,1236.10,2.29,68.51,0.44,2.28,1.00,0.99,2.00,5654.92,2821.98,0.23,2.69,1.09,0.25
2050.29,2469.20,1223.20,2.27,75.25,0.46,2.27,1.00,0.95,2.02,5604.37,2776.31,0.30,2.70,1.09,0.27
2050.44,2470.00,1223.20,2.27,74.80,0.46,2.26,0.99,0.96,2.02,5590.55,2768.57,0.30,2.70,1.09,0.27
2050.59,2466.00,1218.70,2.26,73.99,0.45,2.26,0.98,0.99,2.02,5561.06,2748.28,0.29,2.70,1.08,0.27
2050.74,2463.60,1162.30,2.25,71.08,0.42,2.25,0.99,1.00,2.12,5554.55,2620.58,0.26,2.69,1.09,0.27
2050.90,2395.30,984.70,2.26,65.55,0.40,2.26,0.99,1.00,2.43,5406.03,2222.40,0.19,2.68,1.09,0.27
2051.05,2351.80,992.60,2.25,62.22,0.39,2.29,1.00,1.00,2.37,5393.60,2276.42,0.16,2.68,1.09,0.24
